period,ugs_id,network_id,N_interactions,P_plants,A_pollinators,L_links,singleton_rate,connectance,link_evenness,H2_specialization,WNODF_nestedness,plants_recorded,plant_records_rows,availability_sum,availability_n_nonmissing,share_interactions_species_id,share_taxa_species_id,share_bee_interactions,ugs_type,site_name,lat,lon,plant_trait_node_cov,plant_trait_weighted_cov,alien_share_unweighted,alien_share_weighted,flower_color_richness,symmetry_richness,pollination_syndrome_richness,plant_height_range,flowering_start_range,poll_trait_node_cov,poll_trait_weighted_cov,bee_trait_weighted_cov,bee_itd_range,bee_tongue_range,lecty_richness,nesting_richness,sociality_richness,botgarden_overlap_node,botgarden_overlap_weighted
C,27,C_27,48,6,8,14,0.7142857142857143,0.2916666666666667,0.7365825079175272,0.4822764502077272,NA,27,27,135,6,1,1,0.9791666666666666,Garden,Breitensteinstrasse,47.39275,8.52191,1,1,0.5,0.7708333333333334,2,2,1,0.811872651889039,3,0.875,0.9791666666666666,1,3.7060000000000004,8.33937647564096,2,4,5,NA,NA
C,28,C_28,3,1,3,3,1,1,0.9999999999999998,NA,NA,6,6,81,2,1,1,0.3333333333333333,Garden,Kasinostrasse,47.3681,8.55506,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,NA,NA
C,29,C_29,18,7,11,14,0.8571428571428571,0.18181818181818182,0.9493124544147957,0.8152680400466737,NA,31,34,897,16,1,1,0.9444444444444444,Garden,Bühlwiesenstrasse,47.41697,8.5472,1,1,0,0,4,2,2,0.8260517424242425,6,0.9090909090909091,0.9444444444444444,1,3.914407407407408,8.469106124845204,2,3,4,NA,NA
C,30,C_30,21,7,8,12,0.6666666666666666,0.21428571428571427,0.9028985108689263,0.5831511268808097,NA,22,23,192,4,1,1,0.8571428571428571,Garden,Eleonorenstrasse,47.3731,8.55761,0.8571428571428571,0.9523809523809523,0.3333333333333333,0.5714285714285714,3,2,2,2.541121239459657,2,1,1,1,3.914407407407408,8.469106124845204,1,2,3,NA,NA
C,31,C_31,27,3,14,16,0.6875,0.38095238095238093,0.9200223384237016,0.6804883082472156,NA,14,16,1073,5,0.9629629629629629,0.9285714285714286,0.7777777777777778,Garden,Schützenmatt,47.40882,8.52423,1,1,0,0,2,1,1,0.299114506203207,2,0.6428571428571429,0.8148148148148148,0.9090909090909091,3.33,7.347992949856869,1,3,5,NA,NA
C,32,C_32,57,11,16,31,0.7419354838709677,0.17613636363636365,0.869745437616109,0.5455960603509983,8.857142857142858,23,26,801,7,1,1,0.9473684210526315,Garden,Kapfsteig,47.36071,8.56979,1,1,0.36363636363636365,0.5964912280701754,5,1,1,0.593369369369369,4,0.8125,0.9473684210526315,1,3.41,8.071848810288857,2,4,3,NA,NA
C,33,C_33,33,10,10,19,0.7368421052631579,0.19,0.8938672363529935,0.6847466103586375,NA,18,19,285,8,0.9696969696969697,0.9,0.9393939393939394,Garden,Hardlaubstrasse 48,47.3840958192914,8.55396999567992,1,1,0.3,0.21212121212121213,3,2,2,1.1260517424242424,5,0.7,0.9090909090909091,0.967741935483871,3.453,7.687839408282219,2,4,4,NA,NA
C,34,C_34,35,9,18,24,0.6666666666666666,0.14814814814814814,0.9644572918944546,0.7572946393455314,6.349206349206349,23,25,1450,12,0.9714285714285714,0.9444444444444444,0.8285714285714286,Garden,NA,47.33657,8.51649,1,1,0.1111111111111111,0.02857142857142857,4,2,3,2.067454941286726,3,0.9444444444444444,0.9714285714285714,0.9655172413793104,4.313000000000001,8.99952728926705,2,3,5,NA,NA
C,35,C_35,55,14,29,37,0.8108108108108109,0.09113300492610837,0.9410726960868697,0.8562652081934569,3.1019450033534537,34,36,769,16,1,1,0.6909090909090909,Garden,Hubenstrasse,47.4016,8.5695,0.9285714285714286,0.9818181818181818,0,0,4,2,2,1.5947559072284125,6,0.7931034482758621,0.8727272727272727,1,4.3500000000000005,9.597618561098955,3,5,5,NA,NA
C,36,C_36,11,6,7,10,0.9,0.23809523809523808,0.9866599586738648,0.7807718516488453,NA,14,14,89,5,1,1,0.8181818181818182,Garden,Blüemlisalpstrasse,47.39129,8.54827,1,1,0.3333333333333333,0.2727272727272727,3,2,2,1.542349210516527,3,0.8571428571428571,0.9090909090909091,1,3.914407407407408,8.469106124845204,1,2,4,NA,NA
C,37,C_37,42,9,17,22,0.6818181818181818,0.1437908496732026,0.8912541787859741,0.6310725024354752,12.936046511627907,26,28,1118,14,0.9285714285714286,0.8823529411764706,0.7619047619047619,Park,Alter Botantischer Garten,47.3712063,8.53370916,0.8888888888888888,0.9761904761904762,0,0,4,2,2,0.2349321332063215,5,0.8235294117647058,0.9047619047619048,0.9375,4.470000000000001,9.61147543318197,2,4,3,NA,NA
C,38,C_38,72,9,17,25,0.76,0.16339869281045752,0.6967689503917865,0.6143535709413638,17.4031007751938,21,21,1432,13,0.9722222222222222,0.8823529411764706,0.8194444444444444,Park,Park Pfingstweid,47.3879955,8.51274138,1,1,0,0,4,2,2,0.5772716079057689,4,0.6470588235294118,0.8888888888888888,0.9666666666666667,3.7800000000000002,8.461171440338472,2,3,4,NA,NA
C,39,C_39,91,22,19,38,0.631578947368421,0.09090909090909091,0.8653070704877521,0.7820962446883616,5.223880597014926,43,43,856,12,0.967032967032967,0.8421052631578947,0.9120879120879121,Park,Zeughaushof,47.3771755,8.53009344,0.9545454545454546,0.978021978021978,0.09523809523809523,0.03296703296703297,5,2,2,1.3458136471861424,6,0.6842105263157895,0.9230769230769231,0.9761904761904762,4.037407407407407,8.923586010707945,3,5,4,NA,NA
C,40,C_40,27,5,14,19,0.7894736842105263,0.2714285714285714,0.9417876629465414,0.5374849640975974,NA,14,15,1790,5,1,1,0.6296296296296297,Park,Josefwiese,47.3857731,8.52359424,1,1,0,0,3,2,3,0.17585627457243597,1,0.8571428571428571,0.9259259259259259,0.9444444444444444,2.25,5.7999668452517055,1,3,3,NA,NA
C,41,C_41,6,3,2,3,0.3333333333333333,0.5,0.920619835714305,1,NA,6,6,156,2,1,1,1,Park,Pestalozianlage,47.375636,8.53877523,1,1,0.3333333333333333,0.5,3,1,1,0.558714285714286,0,1,1,1,1.664407407407408,3.214074741525663,1,1,1,NA,NA
C,42,C_42,5,3,5,5,1,0.3333333333333333,1.0000000000000002,1,NA,4,4,125,2,1,1,0.6,Park,Bäckeralage,47.3778306,8.52357823,1,1,0.3333333333333333,0.6,3,1,1,2.4116236402171927,6,0.8,0.8,1,3.480407407407408,7.9046594539674135,1,2,1,NA,NA
C,43,C_43,29,7,14,16,0.625,0.16326530612244897,0.9191102271742172,0.9239325015961983,NA,10,11,1820,6,1,1,0.8275862068965517,Park,Villa Hohenbühl,47.3667038,8.55088549,0.8571428571428571,0.9310344827586207,0,0,4,2,2,0.357342495662232,1,0.9285714285714286,0.8620689655172413,1,3.54,7.891667829599919,1,5,5,NA,NA
C,44,C_44,90,10,29,44,0.8181818181818182,0.15172413793103448,0.8373987579364096,0.6784685581199725,5.631929046563193,24,30,5214,14,0.9888888888888889,0.9655172413793104,0.8111111111111111,Park,Sonnenberg,47.3677599,8.56729097,1,1,0,0,5,2,3,2.96837353899212,2,0.8275862068965517,0.9444444444444444,1,5.04,11.036873330573535,3,5,4,NA,NA
C,45,C_45,61,9,16,25,0.72,0.1736111111111111,0.8334349257962191,0.7753878298136819,7.104700854700856,17,18,1758,10,0.9836065573770492,0.9375,0.9508196721311475,Park,Kloptstockwiese,47.36235,8.52484,1,1,0.1111111111111111,0.03278688524590164,5,2,3,1.574330636563226,3,0.8125,0.9508196721311475,0.9827586206896551,5.13,10.962536233768077,1,3,5,NA,NA
C,46,C_46,59,9,20,24,0.75,0.13333333333333333,0.7874959977877497,0.8402801920909344,4.20353982300885,18,26,38128,16,0.9830508474576272,0.95,0.8305084745762712,Park,Muraltengut,47.3527107,8.53272972,0.8888888888888888,0.9830508474576272,0,0,4,2,2,0.8933594347319345,6,0.65,0.8813559322033898,1,4.986075,10.9364983851625,1,3,4,NA,NA
C,47,C_47,17,2,5,5,0.6,0.5,0.6198529663261149,1,NA,9,9,512,4,0.9411764705882353,0.8,1,Park,Schärrerwiese,47.4027993,8.4975626,1,1,0,0,1,2,2,0.10086346785180651,4,0.8,0.9411764705882353,0.9411764705882353,1.7299999999999998,4.57334772295826,2,2,3,NA,NA
C,48,C_48,99,13,29,36,0.8055555555555556,0.09549071618037135,0.6711115713069281,0.8737805839690882,3.340220385674931,21,32,6097,16,0.9797979797979798,0.9310344827586207,0.8686868686868687,Park,Bachwiesenpark,47.3813472,8.4865946,1,1,0,0,5,2,3,0.6816309731934734,6,0.7241379310344828,0.9090909090909091,0.9885057471264368,4.044407407407408,8.898977240264694,3,4,4,NA,NA
C,49,C_49,96,10,23,37,0.7567567567567568,0.1608695652173913,0.7633493276302394,0.5108185654037382,9.798657718120806,20,20,8374,9,0.9895833333333334,0.9565217391304348,0.8645833333333334,Ruderal,Nähe Europabrücke,47.3935133,8.49692767,1,1,0,0,3,2,2,0.681281818181818,3,0.8695652173913043,0.9583333333333334,1,5.13,10.72434204795349,2,4,6,NA,NA
C,50,C_50,52,8,18,27,0.7037037037037037,0.1875,0.8608762839013664,0.704381146766445,6.721915285451196,13,13,2552,7,0.9807692307692307,0.9444444444444444,0.8269230769230769,Ruderal,Glattparkstrasse,47.4172938734014,8.56340153047356,1,1,0,0,6,2,3,0.550273762838469,1,0.8333333333333334,0.9230769230769231,0.9565217391304348,4.4,9.331045831801092,1,3,5,NA,NA
C,51,C_51,103,20,27,42,0.6904761904761905,0.07777777777777778,0.8153834671872594,0.7511462736440375,4.3746149106592735,34,35,6356,19,1,1,0.8737864077669902,Ruderal,Stelzenstrasse,47.4254028,8.5568885,1,1,0.1,0.038834951456310676,5,2,2,0.6935602091341371,3,0.8518518518518519,0.9611650485436893,1,4.92,10.82269462083894,2,3,4,NA,NA
C,52,C_52,133,9,17,22,0.7727272727272727,0.1437908496732026,0.40649074099593024,0.9029926705798972,3.197674418604651,13,14,2152,12,0.9924812030075187,0.9411764705882353,0.9624060150375939,Ruderal,Güterstrasse,47.3822448636764,8.51737256111909,1,1,0.1111111111111111,0.007518796992481203,5,2,2,0.399302780775642,2,0.8235294117647058,0.9699248120300752,1,4.0600000000000005,9.3393737476924,2,4,4,NA,NA
C,53,C_53,68,16,26,44,0.7045454545454546,0.10576923076923077,0.9502880368318457,0.6324756865795409,8.48314606741573,22,22,5217,17,0.9705882352941176,0.9230769230769231,0.7941176470588235,Ruderal,Messe Hallenstadion /Cor: Offene Rennbahn,47.4104,8.55117,1,1,0.0625,0.014705882352941176,5,2,3,0.6077882745724359,3,0.7307692307692307,0.8382352941176471,0.9152542372881356,4.19,9.0791290768595,2,4,4,NA,NA
C,54,C_54,101,5,7,10,0.2,0.2857142857142857,0.5853986262410069,0.24168164937890513,NA,16,19,1614,8,1,1,0.9900990099009901,Ruderal,Herdernstrasse,47.3852502,8.50731145,1,1,0,0,4,2,2,0.47371960921792095,1,0.8571428571428571,0.9900990099009901,1,4.124407407407408,8.800624667379244,2,4,3,NA,NA
C,55,C_55,35,13,16,27,0.8148148148148148,0.12980769230769232,0.9689893850618229,0.637920238080813,7.702020202020202,27,28,515,13,0.9428571428571428,0.875,0.4857142857142857,Ruderal,Hinterhagenweg,47.3454633307774,8.51989234039952,1,1,0,0,3,2,2,11.738031593406593,3,0.6875,0.6571428571428571,1,3.3100000000000005,7.38843136049389,1,2,4,NA,NA
C,56,C_56,62,20,24,40,0.725,0.08333333333333333,0.9444624090281418,0.7705612169977014,2.432045779685265,29,29,3204,18,1,1,0.8709677419354839,Ruderal,ETH / UZH,47.3751209,8.54730172,0.95,0.967741935483871,0.10526315789473684,0.06451612903225806,6,2,3,0.630729941239103,3,0.8333333333333334,0.8870967741935484,0.9464285714285714,4.256075,9.544462751199216,2,4,4,NA,NA
C,57,C_57,95,16,22,39,0.7435897435897436,0.11079545454545454,0.7543265336172231,0.7552567246873262,7.8110161443494786,29,29,13114,12,0.9894736842105263,0.9545454545454546,0.9473684210526315,Ruderal,Oberer Letten,47.3844714,8.53759346,0.9375,0.9263157894736842,0,0,5,2,3,0.6139246258432309,3,0.8181818181818182,0.9578947368421052,0.978021978021978,4.8100000000000005,10.18005311206727,2,5,3,NA,NA
C,58,C_58,114,13,20,32,0.71875,0.12307692307692308,0.7228409414743491,0.7575747133867847,7.537313432835821,20,21,4440,14,0.9824561403508771,0.9,0.9122807017543859,Ruderal,Allmannstrasse,47.4168364542774,8.55126416858936,1,1,0.23076923076923078,0.20175438596491227,4,2,2,0.503524242424243,3,0.75,0.9473684210526315,0.9904761904761905,3.588,8.52828557325167,2,4,3,NA,NA
C,59,C_59,52,4,14,19,0.7368421052631579,0.3392857142857143,0.7352308018666533,0.5741213382667195,NA,14,14,716,8,1,1,0.8846153846153846,Ruderal,Hofwiesenstrasse,47.4045952,8.53645843,1,1,0.25,0.5769230769230769,3,2,2,0.23454790065137301,1,0.7142857142857143,0.9230769230769231,1,3.914407407407408,8.469106124845204,2,3,3,NA,NA
C,60,C_60,79,6,7,13,0.7692307692307693,0.30952380952380953,0.5387240527462687,0.4824522730288727,NA,11,11,1092,9,1,1,1,Ruderal,Am Giessen,47.3996768,8.49474495,1,1,0,0,5,2,2,0.45711536395703095,2,1,1,1,3.718,8.43826091625753,1,4,4,NA,NA
